"Account","Invoice Number","Invoice Date","Invoice Type","Status","Payment Due Date","Created By","Invoice Amount","Invoice Currency","Exchange Rate To USD","Invoice Date Of Issue","Proforma","Exported","Billing Centre"
"PSMBN","Liq038490","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","1,310.07","USD","1.00000","2025-02-18","false","false","EANA Central"
"N888HK","Liq038489","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","2,118.97","USD","1.00000","2025-02-18","false","false","EANA Central"
"N745TB","Liq038488","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","16.14","USD","1.00000","2025-02-18","false","false","EANA Central"
"N745TB","Liq038487","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","3,680.50","ARS","1.00000","2025-02-18","false","false","EANA Central"
"N696JS","Liq038486","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","1,177.46","USD","1.00000","2025-02-18","false","false","EANA Central"
"N696JS","Liq038485","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","12,632.22","ARS","1.00000","2025-02-18","false","false","EANA Central"
"N636JS","Liq038484","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","1,502.74","USD","1.00000","2025-02-18","false","false","EANA Central"
"N581JD","Liq038483","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","24.29","USD","1.00000","2025-02-18","false","false","EANA Central"
"N500FH","Liq038482","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","23.91","USD","1.00000","2025-02-18","false","false","EANA Central"
"N16MF","Liq038481","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","1,080.33","USD","1.00000","2025-02-18","false","false","EANA Central"
"CGLMM","Liq038480","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","286.24","USD","1.00000","2025-02-18","false","false","EANA Central"
"N229KM","Liq038479","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","577.88","USD","1.00000","2025-02-18","false","false","EANA Central"
"KENN BOREK AIR LTD","Liq038478","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","899.99","USD","1.00000","2025-02-18","false","false","EANA Central"
"CCCEZ","Liq038477","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","67.37","USD","1.00000","2025-02-18","false","false","EANA Central"
"N605RB","Liq038476","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","141.80","USD","1.00000","2025-02-18","false","false","EANA Central"
"N32847","Liq038475","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","49.52","USD","1.00000","2025-02-18","false","false","EANA Central"
"N32847","Liq038474","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","233.26","ARS","1.00000","2025-02-18","false","false","EANA Central"
"N1162G","Liq038473","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","40.08","USD","1.00000","2025-02-18","false","false","EANA Central"
"N1162G","Liq038472","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","78.24","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVWDR","Liq038471","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","63.13","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVWDR","Liq038470","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","46.72","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVJWC","Liq038469","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","1,680.45","ARS","1.00000","2025-02-18","false","false","EANA Central"
"PSDMF","Liq038468","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","944.96","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVGQM","Liq038467","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","5,035.36","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVBSO","Liq038466","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","663.90","ARS","1.00000","2025-02-18","false","false","EANA Central"
"ZPBGX","Liq038465","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","110.14","USD","1.00000","2025-02-18","false","false","EANA Central"
"ZPBGX","Liq038464","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","111.40","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVGQW","Liq038463","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","368.50","USD","1.00000","2025-02-18","false","false","EANA Central"
"ZPDSA","Liq038462","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","212.31","USD","1.00000","2025-02-18","false","false","EANA Central"
"PSWRL","Liq038461","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","44.93","USD","1.00000","2025-02-18","false","false","EANA Central"
"PSWRL","Liq038460","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","1,631.15","ARS","1.00000","2025-02-18","false","false","EANA Central"
"PRESIDENTIAL AVIATION","Liq038459","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","914.19","USD","1.00000","2025-02-18","false","false","EANA Central"
"PRESIDENTIAL AVIATION","Liq038458","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","927.17","USD","1.00000","2025-02-18","false","false","EANA Central"
"PPZAO","Liq038457","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","31.10","USD","1.00000","2025-02-18","false","false","EANA Central"
"PRCSW","Liq038456","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","238.39","ARS","1.00000","2025-02-18","false","false","EANA Central"
"PPZAO","Liq038455","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","90.07","ARS","1.00000","2025-02-18","false","false","EANA Central"
"PRCSW","Liq038454","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","48.53","USD","1.00000","2025-02-18","false","false","EANA Central"
"N8876D","Liq038453","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","6,066.37","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVBFE","Liq038452","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","2,478.17","ARS","1.00000","2025-02-18","false","false","EANA Central"
"N662CS","Liq038451","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","11.69","USD","1.00000","2025-02-18","false","false","EANA Central"
"N662CS","Liq038450","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","115.52","ARS","1.00000","2025-02-18","false","false","EANA Central"
"DAGBF","Liq038449","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","1,003.35","USD","1.00000","2025-02-18","false","false","EANA Central"
"N3716U","Liq038448","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","16.68","USD","1.00000","2025-02-18","false","false","EANA Central"
"P4WWS","Liq038447","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","1,873.55","USD","1.00000","2025-02-18","false","false","EANA Central"
"N1956M","Liq038446","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","2,334.27","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVWTP","Liq038445","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","1,835.25","USD","1.00000","2025-02-18","false","false","EANA Central"
"CXPAT","Liq038444","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","20.80","USD","1.00000","2025-02-18","false","false","EANA Central"
"N706GD","Liq038443","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","1,315.28","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVKDI","Liq038442","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","145.49","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVIRQ","Liq038441","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","1,205.77","ARS","1.00000","2025-02-18","false","false","EANA Central"
"CXPAT","Liq038440","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","38.84","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVCTT","Liq038439","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","202.56","USD","1.00000","2025-02-18","false","false","EANA Central"
"SPARFELL LUFTFAHRT","Liq038438","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","1,364.58","USD","1.00000","2025-02-18","false","false","EANA Central"
"SPARFELL LUFTFAHRT","Liq038437","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","126.63","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVWTP","Liq038436","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","2,347.07","ARS","1.00000","2025-02-18","false","false","EANA Central"
"SKY AIRLINE PERÚ","Liq038435","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","200,838.08","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVKFB","Liq038434","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","563.90","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVGQW","Liq038433","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","1,818.40","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVCTE","Liq038432","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","1,781.25","USD","1.00000","2025-02-18","false","false","EANA Central"
"ANDES LÍNEAS AÉREAS S.A.","Liq038431","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","10,186.07","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVCTE","Liq038430","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","14,881.96","ARS","1.00000","2025-02-18","false","false","EANA Central"
"SERVICIOS AEREOS SUDAMERICANOS","Liq038429","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","1,372.15","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVCAZ","Liq038428","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","9,133.16","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVBIU","Liq038427","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","191.08","ARS","1.00000","2025-02-18","false","false","EANA Central"
"CXPII","Liq038426","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","22.25","USD","1.00000","2025-02-18","false","false","EANA Central"
"CXPII","Liq038425","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","54.64","ARS","1.00000","2025-02-18","false","false","EANA Central"
"JETSMART AIRLINES S.A.","Liq038424","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","29,367.40","USD","1.00000","2025-02-18","false","false","EANA Central"
"ETHIOPIAN AIRLINES ENTERPRISE","Liq038423","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gonzalo Riccardi","86,694.34","USD","1.00000","2025-02-18","false","false","EANA Central"
"AEROLINEAS ARGENTINAS","Liq038422","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Micaela Soto","1,786.81","USD","1.00000","2025-02-18","false","false","EANA Central"
"CXCSA","Liq038421","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","8.75","USD","1.00000","2025-02-18","false","false","EANA Central"
"N545RS","Liq038420","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","23.91","USD","1.00000","2025-02-18","false","false","EANA Central"
"N404NA","Liq038419","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","1,224.68","USD","1.00000","2025-02-18","false","false","EANA Central"
"N3333N","Liq038418","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","68.50","USD","1.00000","2025-02-18","false","false","EANA Central"
"N3333N","Liq038417","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","1,099.87","ARS","1.00000","2025-02-18","false","false","EANA Central"
"N150YD","Liq038416","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","37,339.43","ARS","1.00000","2025-02-18","false","false","EANA Central"
"N1110K","Liq038415","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","37.52","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVWJN","Liq038414","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","154.30","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVWJN","Liq038413","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","879.48","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVKKV","Liq038412","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","1,017.80","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVKJY","Liq038411","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","1,648.73","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVKJH","Liq038410","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","48.68","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVKJH","Liq038409","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","216.22","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVKBY","Liq038408","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","271.17","ARS","1.00000","2025-02-18","false","false","EANA Central"
"ZPUX021","Liq038407","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","9.18","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVJKD","Liq038406","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","59.97","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVJKD","Liq038405","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","1,550.76","ARS","1.00000","2025-02-18","false","false","EANA Central"
"ZPGVA","Liq038404","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","28.57","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVIWV","Liq038403","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","1,137.77","USD","1.00000","2025-02-18","false","false","EANA Central"
"ZPGAQ","Liq038402","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","140.74","USD","1.00000","2025-02-18","false","false","EANA Central"
"ZPBZP","Liq038401","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","177.70","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVIWV","Liq038400","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","7,462.98","ARS","1.00000","2025-02-18","false","false","EANA Central"
"ZPBRS","Liq038399","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","74.50","USD","1.00000","2025-02-18","false","false","EANA Central"
"ZPBRI","Liq038398","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","40.81","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVIQU","Liq038397","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","26.01","ARS","1.00000","2025-02-18","false","false","EANA Central"
"LVHWZ","Liq038396","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","589.78","USD","1.00000","2025-02-18","false","false","EANA Central"
"ZPBRC","Liq038395","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","69.24","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVHWZ","Liq038394","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","4,200.13","ARS","1.00000","2025-02-18","false","false","EANA Central"
"ZPBOH","Liq038393","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","69.66","USD","1.00000","2025-02-18","false","false","EANA Central"
"ZPBOG","Liq038392","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","2,389.79","USD","1.00000","2025-02-18","false","false","EANA Central"
"ZPBOG","Liq038391","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","1,157.52","ARS","1.00000","2025-02-18","false","false","EANA Central"
"ZPBHR","Liq038390","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","45.08","USD","1.00000","2025-02-18","false","false","EANA Central"
"ZPBHQ","Liq038389","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","9.23","USD","1.00000","2025-02-18","false","false","EANA Central"
"ZPBGV","Liq038388","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","40.96","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVHKT","Liq038387","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","468.84","ARS","1.00000","2025-02-18","false","false","EANA Central"
"T7SUE","Liq038386","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","1,004.51","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVCQA","Liq038385","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","261.79","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVCQA","Liq038384","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","4,967.16","ARS","1.00000","2025-02-18","false","false","EANA Central"
"PTTSR","Liq038383","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","46.48","USD","1.00000","2025-02-18","false","false","EANA Central"
"PSVIX","Liq038382","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","51.07","USD","1.00000","2025-02-18","false","false","EANA Central"
"PSVIX","Liq038381","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","488.82","ARS","1.00000","2025-02-18","false","false","EANA Central"
"PSRVX","Liq038380","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","47.09","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVCNJ","Liq038379","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","401.98","USD","1.00000","2025-02-18","false","false","EANA Central"
"PSPBH","Liq038378","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","62.29","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVCNJ","Liq038377","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","1,962.17","ARS","1.00000","2025-02-18","false","false","EANA Central"
"PRARC","Liq038376","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","300.08","USD","1.00000","2025-02-18","false","false","EANA Central"
"LVCIO","Liq038375","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Gloria Falappa","1,207.20","ARS","1.00000","2025-02-18","false","false","EANA Central"
"PPNFI","Liq038374","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","118.31","USD","1.00000","2025-02-18","false","false","EANA Central"
"PPJDB","Liq038373","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","85.12","USD","1.00000","2025-02-18","false","false","EANA Central"
"PPJDB","Liq038372","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","1,122.50","ARS","1.00000","2025-02-18","false","false","EANA Central"
"N931SB","Liq038371","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","71.99","USD","1.00000","2025-02-18","false","false","EANA Central"
"N9280P","Liq038370","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","84.05","ARS","1.00000","2025-02-18","false","false","EANA Central"
"N876G","Liq038369","2025-01-31","aviation-noniata","PUBLISHED","2025-02-28","Veronica Villano","343.00","USD","1.00000","2025-02-18","false","false","EANA Central"
"AEROLINEAS ARGENTINAS","Liq038368","2025-01-31","aviation-noniata","PUBLISHED","2025-02-27","Micaela Soto","60,803,220.96","ARS","1.00000","2025-02-17","false","false","EANA Central"
"LVCED","Liq038367","2025-01-31","aviation-noniata","PUBLISHED","2025-02-27","Gloria Falappa","456.72","USD","1.00000","2025-02-17","false","false","EANA Central"
"LVCED","Liq038366","2025-01-31","aviation-noniata","PUBLISHED","2025-02-27","Gloria Falappa","424.55","ARS","1.00000","2025-02-17","false","false","EANA Central"
"LVBXV","Liq038365","2025-01-31","aviation-noniata","PUBLISHED","2025-02-27","Gloria Falappa","176.03","USD","1.00000","2025-02-17","false","false","EANA Central"
"LVKKF","Liq038364","2025-01-31","aviation-noniata","PUBLISHED","2025-02-27","Gonzalo Riccardi","2,408.78","USD","1.00000","2025-02-17","false","false","EANA Central"
